rank_timestamp,rank,previous_rank,ranking_country,ranking_category,product_title,brand,price_min,price_max,price_currency,relative_demand_min,relative_demand_max,relative_demand_bucket,previous_relative_demand_min,previous_relative_demand_max,previous_relative_demand_bucket
2025-07-11 00:00:00 UTC,3,4,AE,1,Royal Canin Feline Health Nutrition Kitten,Royal Canin,109,130,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,7,11,AE,1,Whiskas Junior Tuna 80g,WHISKAS,30,53,AED,51,100,Very high,21,50,
2025-07-11 00:00:00 UTC,12,,AE,2,Good Seoul Corn Dog Crispy Cheese 4X80g,,25,25,AED,51,100,Very high,,,
2025-07-11 00:00:00 UTC,24,40,AE,2,"Pet Hair Remover Glove, Pets Double Sided Grooming Glove, Electrostatic Pet Hair Removal Gloves, Pets Hairs Remover Gloves for Dog & Cat Washing,",,16,16,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,1,,AE,6248,"Electronic Head Lice Remover, Head Lice Comb, Out Performs Other Head Lice Combs and Lice Shampoo, Removes Lice and Eggs (White&Blue)",,,,,51,100,Very high,,,
2025-07-11 00:00:00 UTC,36,,AE,2,Monello Adult Cat Salmon,,25,29,AED,21,50,High,,,
2025-07-11 00:00:00 UTC,42,,AE,2,KITTILUX Cat Clumbing,,12,14,AED,21,50,High,,,
2025-07-11 00:00:00 UTC,2,,AE,5,Good Seoul Corn Dog Crispy Cheese 4X80g,,25,25,AED,51,100,Very high,,,
2025-07-11 00:00:00 UTC,8,6,AE,4,Royal Canin Feline Care Nutrition Hair & Skin,Royal Canin,116,120,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,2,2,AE,3367,Royal Canin Feline Health Nutrition Kitten,Royal Canin,109,130,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,1,,AE,3,Kasih Liquid jameed 1kg,,25,35,AED,51,100,Very high,,,
2025-07-11 00:00:00 UTC,4,3,AE,4999,Thunder Paws Advance Care Non-Clumping Crystal Cat Litter 5+1 Liter FREE,,28,30,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,12,15,AE,4,Hill's Science Plan Adult Cat Food With Chicken,Hill's Pet Nutrition,95,395,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,2,3,AE,4,Royal Canin Feline Health Nutrition Kitten,Royal Canin,109,130,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,10,,AE,1,Caniverm DEWORMING TABLET 0.7MG/TABLET,Bioveta,7,7,AED,51,100,Very high,,,
2025-07-11 00:00:00 UTC,32,,AE,1,Kasih Liquid jameed 1kg,,25,35,AED,21,50,High,,,
2025-07-11 00:00:00 UTC,20,16,AE,2,Royal Canin Maxi Adult Dog Food,Royal Canin,80,374,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,3,1,AE,4,Thunder Paws Premium Hard Clumping Clay Cat Litter Unscented / 10L,,28,37,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,3,4,AE,2,Royal Canin Feline Health Nutrition Kitten,Royal Canin,109,130,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,1,,AE,5081,*Pro Plan FORTIFLORA Canine Probiotic,Purina,125,201,AED,51,100,Very high,,,
2025-07-11 00:00:00 UTC,10,,AE,2,Caniverm DEWORMING TABLET 0.7MG/TABLET,Bioveta,7,7,AED,51,100,Very high,,,
2025-07-11 00:00:00 UTC,18,23,AE,1,Hill's Science Plan Adult Cat Food With Chicken,Hill's Pet Nutrition,95,395,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,4,4,AE,4,Royal Canin Feline Health Nutrition Fit 32,Royal Canin,344,396,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,35,,AE,2,Royal Canin Feline Care Nutrition Urinary Care,Royal Canin,36,240,AED,21,50,High,,,
2025-07-11 00:00:00 UTC,1,1,AE,6251,Amazon Basics Two-Door Top-Load Hard-Sided Pet Travel Carrier,Amazon,38,53,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,30,,AE,2,"Argivit Focus Tablet, Supplement for increase Height and Energy",,90,90,AED,21,50,High,,,
2025-07-11 00:00:00 UTC,3,3,AE,3367,Royal Canin Feline Health Nutrition Fit 32,Royal Canin,344,396,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,4,2,AE,2,Thunder Paws Premium Hard Clumping Clay Cat Litter Unscented / 10L,,28,37,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,4,7,AE,3367,Whiskas Junior Tuna 80g,WHISKAS,30,53,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,13,,AE,2,*Pro Plan FORTIFLORA Canine Probiotic,Purina,125,201,AED,51,100,Very high,,,
2025-07-11 00:00:00 UTC,34,,AE,1,Whiskas Tuna Cat Dry Food Adult,WHISKAS,29,114,AED,21,50,High,,,
2025-07-11 00:00:00 UTC,26,,AE,2,"Electronic Head Lice Remover, Head Lice Comb, Out Performs Other Head Lice Combs and Lice Shampoo, Removes Lice and Eggs (White&Blue)",,,,,21,50,High,,,
2025-07-11 00:00:00 UTC,11,9,AE,1,Royal Canin Feline Care Nutrition Hair & Skin,Royal Canin,116,120,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,10,5,AE,4,Royal Canin Feline Care Nutrition Digestive Care,Royal Canin,110,135,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,21,18,AE,1,Thunder Paws Advance Care Non-Clumping Crystal Cat Litter 5+1 Liter FREE,,28,30,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,9,13,AE,1,Royal Canin Feline Health Nutrition Mother & Babycat,Royal Canin,31,32,AED,51,100,Very high,21,50,
2025-07-11 00:00:00 UTC,22,22,AE,2,Royal Canin Shn Mini Puppy,Royal Canin,108,278,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,27,,AE,2,Gastro Intestinal Royal Canin,Royal Canin,41,247,AED,21,50,High,,,
2025-07-11 00:00:00 UTC,27,,AE,1,Gastro Intestinal Royal Canin,Royal Canin,41,247,AED,21,50,High,,,
2025-07-11 00:00:00 UTC,17,14,AE,1,Royal Canin Feline Health Nutrition Sterilised,Royal Canin,101,125,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,13,,AE,1,*Pro Plan FORTIFLORA Canine Probiotic,Purina,125,201,AED,51,100,Very high,,,
2025-07-11 00:00:00 UTC,2,,AE,5086,Caniverm DEWORMING TABLET 0.7MG/TABLET,Bioveta,7,7,AED,51,100,Very high,,,
2025-07-11 00:00:00 UTC,20,,AE,4,Royal Canin Feline Care Nutrition Urinary Care,Royal Canin,36,240,AED,21,50,High,,,
2025-07-11 00:00:00 UTC,10,12,AE,3367,Hill's Science Plan Adult Cat Food With Chicken,Hill's Pet Nutrition,95,395,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,5,,AE,4999,KITTILUX Cat Clumbing,,12,14,AED,21,50,High,,,
2025-07-11 00:00:00 UTC,1,1,AE,4999,Thunder Paws Premium Hard Clumping Clay Cat Litter Unscented / 10L,,28,37,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,11,9,AE,2,Royal Canin Feline Care Nutrition Hair & Skin,Royal Canin,116,120,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,22,22,AE,1,Royal Canin Shn Mini Puppy,Royal Canin,108,278,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,1,1,AE,5,Royal Canin Size Health Nutrition Mini Adult,Royal Canin,245,290,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,18,23,AE,2,Hill's Science Plan Adult Cat Food With Chicken,Hill's Pet Nutrition,95,395,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,29,31,AE,1,Amazon Basics Two-Door Top-Load Hard-Sided Pet Travel Carrier,Amazon,38,53,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,7,,AE,3367,Whiskas 1+ with chicken dry food,WHISKAS,,,AED,51,100,Very high,,,
2025-07-11 00:00:00 UTC,5,6,AE,5,Royal Canin Shn Mini Puppy,Royal Canin,108,278,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,30,,AE,1,"Argivit Focus Tablet, Supplement for increase Height and Energy",,90,90,AED,21,50,High,,,
2025-07-11 00:00:00 UTC,17,,AE,3367,Monello Adult Cat Salmon,,25,29,AED,21,50,High,,,
2025-07-11 00:00:00 UTC,1,1,AE,5086,"Zylkene -C Zylkene -Cat & Small Dog Natural Calmer 75mg x Size:,100 Count (Pack of 1)",Vetoquinol,45,45,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,34,,AE,2,Whiskas Tuna Cat Dry Food Adult,WHISKAS,29,114,AED,21,50,High,,,
2025-07-11 00:00:00 UTC,7,11,AE,2,Whiskas Junior Tuna 80g,WHISKAS,30,53,AED,51,100,Very high,21,50,
2025-07-11 00:00:00 UTC,11,10,AE,4,Royal Canin Feline Health Nutrition Sterilised,Royal Canin,101,125,AED,51,100,Very high,21,50,
2025-07-11 00:00:00 UTC,20,16,AE,1,Royal Canin Maxi Adult Dog Food,Royal Canin,80,374,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,5,8,AE,3367,Royal Canin Feline Health Nutrition Mother & Babycat,Royal Canin,31,32,AED,51,100,Very high,21,50,
2025-07-11 00:00:00 UTC,16,,AE,3367,Royal Canin Feline Care Nutrition Urinary Care,Royal Canin,36,240,AED,21,50,High,,,
2025-07-11 00:00:00 UTC,15,,AE,3367,Whiskas Tuna Cat Dry Food Adult,WHISKAS,29,114,AED,21,50,High,,,
2025-07-11 00:00:00 UTC,4,6,AE,3530,Royal Canin Shn Mini Puppy,Royal Canin,108,278,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,9,13,AE,2,Royal Canin Feline Health Nutrition Mother & Babycat,Royal Canin,31,32,AED,51,100,Very high,21,50,
2025-07-11 00:00:00 UTC,19,,AE,4,Whiskas Tuna Cat Dry Food Adult,WHISKAS,29,114,AED,21,50,High,,,
2025-07-11 00:00:00 UTC,6,8,AE,4,Whiskas Junior Tuna 80g,WHISKAS,30,53,AED,51,100,Very high,21,50,
2025-07-11 00:00:00 UTC,26,,AE,1,"Electronic Head Lice Remover, Head Lice Comb, Out Performs Other Head Lice Combs and Lice Shampoo, Removes Lice and Eggs (White&Blue)",,,,,21,50,High,,,
2025-07-11 00:00:00 UTC,21,18,AE,2,Thunder Paws Advance Care Non-Clumping Crystal Cat Litter 5+1 Liter FREE,,28,30,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,3,3,AE,3530,Royal Canin Maxi Adult Dog Food,Royal Canin,80,374,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,33,15,AE,2,Royal Canin Feline Breed Nutrition Persian Adult,Royal Canin,78,416,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,9,9,AE,3367,Royal Canin Feline Health Nutrition Sterilised,Royal Canin,101,125,AED,51,100,Very high,21,50,
2025-07-11 00:00:00 UTC,29,31,AE,2,Amazon Basics Two-Door Top-Load Hard-Sided Pet Travel Carrier,Amazon,38,53,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,1,1,AE,1,Royal Canin Size Health Nutrition Mini Adult,Royal Canin,245,290,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,4,2,AE,1,Thunder Paws Premium Hard Clumping Clay Cat Litter Unscented / 10L,,28,37,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,18,11,AE,4,Royal Canin Feline Breed Nutrition Persian Adult,Royal Canin,78,416,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,24,40,AE,1,"Pet Hair Remover Glove, Pets Double Sided Grooming Glove, Electrostatic Pet Hair Removal Gloves, Pets Hairs Remover Gloves for Dog & Cat Washing,",,16,16,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,1,2,AE,4,Royal Canin Feline Health Nutrition Indoor,Royal Canin,189,225,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,33,15,AE,1,Royal Canin Feline Breed Nutrition Persian Adult,Royal Canin,78,416,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,17,14,AE,2,Royal Canin Feline Health Nutrition Sterilised,Royal Canin,101,125,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,23,26,AE,1,Sky-Touch Disposable Absorbent Quick Drying Leak-Proof Pee Pads For Potty Training For Pets,,23,25,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,14,13,AE,4,Thunder Paws Advance Care Non-Clumping Crystal Cat Litter 5+1 Liter FREE,,28,30,AED,21,50,High,21,50,
2025-07-11 00:00:00 UTC,2,3,AE,1,Royal Canin Feline Health Nutrition Indoor,Royal Canin,189,225,AED,51,100,Very high,51,100,
2025-07-11 00:00:00 UTC,1,,AE,5011,Good Seoul Corn Dog Crispy Cheese 4X80g,,25,25,AED,51,100,Very high,,,
