rank,previous_rank,ranking_country,ranking_category,brand,price_range,relative_demand,previous_relative_demand,rank_timestamp,product_title
71,75,US,166,Comfrt,39-69 USD,21-50 High,21-50 High,2025-07-11,Comfrt Pastel Hoodie Unisex Calming Soft Fabric
72,21,US,166,halara,25-40 USD,21-50 High,21-50 High,2025-07-11,"Halara Super High Waisted Back Pocket & Side Hidden Pocket 2-in-1 Yoga Shorts 3"""
73,141,US,166,Nike,96-260 USD,21-50 High,11-20 Medium,2025-07-11,Nike Men's Air Max 270
74,50,US,166,Vans,27-100 USD,21-50 High,21-50 High,2025-07-11,Knu Skool Vans Men's
75,102,US,166,adidas,60-153 USD,21-50 High,11-20 Medium,2025-07-11,adidas Men's Adizero Evo SL
76,63,US,166,Lands' End,16-25 USD,21-50 High,21-50 High,2025-07-11,Lands' End Women's Tugless High Waisted Bikini Bottoms
77,11,US,166,Birkenstock,67-170 USD,21-50 High,51-100 Very high,2025-07-11,Men's Birkenstock Boston
78,125,US,166,Nike,55-232 USD,21-50 High,11-20 Medium,2025-07-11,Nike Women's Dunk Low
79,52,US,166,Nike,50-122 USD,21-50 High,21-50 High,2025-07-11,Nike Men's Dunk Low Retro
80,3589,US,166,Nike,23-45 USD,21-50 High,0-5 Very low,2025-07-11,Nike Kids' Flex Runner 3 Shoes
81,113,US,166,Hoka One One,138-174 USD,21-50 High,11-20 Medium,2025-07-11,Hoka Men's Clifton 10
82,76,US,166,Hoka One One,29-73 USD,21-50 High,21-50 High,2025-07-11,Hoka Ora Recovery Slide 3
83,112,US,166,Nike,54-110 USD,21-50 High,11-20 Medium,2025-07-11,Nike Kids' Vomero 5
84,108,US,166,Nike,65-226 USD,21-50 High,11-20 Medium,2025-07-11,Men's Jordan Spizike Low
85,88,US,166,Nike,108-175 USD,21-50 High,21-50 High,2025-07-11,"Air Jordan Kids' 4 Retro GS ""White Cement"
86,55,US,166,Charles Tyrwhitt,40-40 USD,21-50 High,21-50 High,2025-07-11,Men's Charles Tyrwhitt Non-Iron Twill Dress Shirt
87,378,US,166,New Balance,84-118 USD,21-50 High,6-10 Low,2025-07-11,New Balance Men's 740 White
88,23,US,166,Nike,190-354 USD,21-50 High,21-50 High,2025-07-11,Air Jordan Men's 5 Retro Grape
89,49,US,166,Brooks,77-127 USD,21-50 High,21-50 High,2025-07-11,Brooks Men's Ghost 16
90,128,US,166,Nike,10-28 USD,21-50 High,11-20 Medium,2025-07-11,Nike Men's Everyday Plus Cushioned Crew Socks
91,66,US,166,Free People,48-60 USD,21-50 High,21-50 High,2025-07-11,Free People Movement Women's Hot Shot Mini Dress
92,78,US,166,Reef,53-80 USD,21-50 High,21-50 High,2025-07-11,Reef Women's Neptune
93,54,US,166,lululemon,34-34 USD,21-50 High,21-50 High,2025-07-11,lululemon Dual Pouch Wristlet
94,92,US,166,Nike,48-180 USD,21-50 High,11-20 Medium,2025-07-11,Nike Men's Zoom Vomero 5
95,111,US,166,On,119-170 USD,21-50 High,11-20 Medium,2025-07-11,Women's ON CLOUDMONSTER
96,1436,US,166,,50-50 USD,21-50 High,0-5 Very low,2025-07-11,Baseball Lifestyle 101 Boys' Ice Cream Shorts Youth
97,62,US,166,adidas,45-177 USD,21-50 High,21-50 High,2025-07-11,adidas Women's Gazelle Bold
98,151,US,166,Nike,48-140 USD,21-50 High,11-20 Medium,2025-07-11,Nike Women's Dunk Low
99,120,US,166,Old Navy,20-45 USD,21-50 High,11-20 Medium,2025-07-11,Old Navy Women's High-Waisted Linen-Blend Wide-Leg Pants
100,104,US,166,St. John's Bay,10-24 USD,21-50 High,11-20 Medium,2025-07-11,St. John's Bay Secretly Slender Womens Mid Rise Capri Pant
101,93,US,166,Bogg Bags,42-72 USD,21-50 High,11-20 Medium,2025-07-11,Bitty Bogg Bag
102,38,US,166,Nike,50-114 USD,21-50 High,21-50 High,2025-07-11,Nike Men's Killshot 2
103,145,US,166,Nike,44-90 USD,21-50 High,11-20 Medium,2025-07-11,Nike Kids' P-6000 Shoes
104,126,US,166,Reef,45-70 USD,21-50 High,11-20 Medium,2025-07-11,Reef Women's Water Vista
105,150,US,166,Victoria's Secret,30-30 USD,21-50 High,11-20 Medium,2025-07-11,Women's Body by Victoria Lightly Lined Full-Coverage Bra
106,82,US,166,Nike,20-55 USD,21-50 High,21-50 High,2025-07-11,Nike Men's Club Woven Flow Shorts
107,121,US,166,Hoka One One,90-170 USD,21-50 High,11-20 Medium,2025-07-11,Hoka Men's Clifton 9
108,95,US,166,Nike,110-220 USD,21-50 High,11-20 Medium,2025-07-11,Nike Men's Air VaporMax Plus
109,99,US,166,Hoka One One,132-175 USD,21-50 High,11-20 Medium,2025-07-11,Hoka Men's Bondi 9
110,105,US,166,,3-3 USD,21-50 High,11-20 Medium,2025-07-11,6mm Premium Crystal Rhinestone Birthstone Charm to add to your Order
111,100,US,166,Reef,49-85 USD,21-50 High,11-20 Medium,2025-07-11,Reef Women's Water Vista Higher
112,183,US,166,Vans,24-58 USD,21-50 High,11-20 Medium,2025-07-11,Vans Kids Knu Skool / Shoes
113,103,US,166,New Balance,91-188 USD,21-50 High,11-20 Medium,2025-07-11,New Balance Men's 1906R
114,178,US,166,Nike,59-130 USD,21-50 High,11-20 Medium,2025-07-11,Nike Kids' Air Max 270
115,148,US,166,Coach,177-295 USD,21-50 High,11-20 Medium,2025-07-11,Coach Brooklyn Shoulder Bag 28 Women's
116,,US,166,Converse,23-78 USD,21-50 High,,2025-07-11,Converse Chuck Taylor All Star
117,130,US,166,Nike,55-140 USD,11-20 Medium,11-20 Medium,2025-07-11,Nike Men's Tech Fleece Full-Zip Windrunner Hoodie
118,90,US,166,Archies Footwear,60-60 USD,11-20 Medium,21-50 High,2025-07-11,Archies Arch Support Slides
119,107,US,166,,20-20 USD,11-20 Medium,11-20 Medium,2025-07-11,Nuby Ear Muffs with 2 Headbands
120,,US,166,Gildan,3-11 USD,11-20 Medium,,2025-07-11,Gildan Men's Heavy Cotton T-Shirt
121,352,US,166,Converse,50-119 USD,11-20 Medium,6-10 Low,2025-07-11,Women Converse Chuck Taylor All Star XX High
122,86,US,166,Hoka One One,95-125 USD,11-20 Medium,21-50 High,2025-07-11,Hoka Men's Arahi 7
123,837,US,166,Nike,61-110 USD,11-20 Medium,0-5 Very low,2025-07-11,Nike Women's P 6000
124,110,US,166,St. John's Bay,10-24 USD,11-20 Medium,11-20 Medium,2025-07-11,St. John's Bay Secretly Slender Womens Mid Rise Capri Pant
125,602,US,166,adidas,61-110 USD,11-20 Medium,6-10 Low,2025-07-11,Adidas Men's Handball Spezial
126,153,US,166,Lands' End,48-48 USD,11-20 Medium,11-20 Medium,2025-07-11,Lands' End Open Top Canvas Tote Bag
127,239,US,166,Lands' End,36-45 USD,11-20 Medium,11-20 Medium,2025-07-11,Lands' End Women's Plus Size SlenderSuit Wrap Tankini Top
128,83,US,166,Crocs,15-40 USD,11-20 Medium,21-50 High,2025-07-11,Crocs Toddler Classic Clog
129,119,US,166,Nike,15-45 USD,11-20 Medium,11-20 Medium,2025-07-11,Nike Pro Hyperwarm Hood
130,154,US,166,lululemon,20-20 USD,11-20 Medium,11-20 Medium,2025-07-11,lululemon Never Lost Keychain
131,116,US,166,Crocs,30-45 USD,11-20 Medium,11-20 Medium,2025-07-11,Crocs Women's Getaway Strappy
132,439,US,166,Michael Kors,59-59 USD,11-20 Medium,6-10 Low,2025-07-11,Michael Kors Jet Set Item Large East West Crossbody Bag
133,282,US,166,Nike,65-155 USD,11-20 Medium,6-10 Low,2025-07-11,Nike Men's Pegasus 41
134,96,US,166,Converse,28-68 USD,11-20 Medium,11-20 Medium,2025-07-11,Converse All Star Chuck Taylor
135,115,US,166,On,110-590 USD,11-20 Medium,11-20 Medium,2025-07-11,On Women's Cloudtilt
136,194,US,166,Nike,20-65 USD,11-20 Medium,11-20 Medium,2025-07-11,Nike Kids' Court Legacy White
137,,US,166,Levi’s,20-70 USD,11-20 Medium,,2025-07-11,Levi's Women's Shorts 501 Shorts
138,247,US,166,Nike,88-199 USD,11-20 Medium,11-20 Medium,2025-07-11,Kid's Air Jordan 12 Retro
139,70,US,166,Brooks,73-140 USD,11-20 Medium,21-50 High,2025-07-11,Brooks Women's Ghost 16
140,127,US,166,Nike,15-40 USD,11-20 Medium,11-20 Medium,2025-07-11,Nike Men's Victori One Slide
141,287,US,166,Oura,297-499 USD,11-20 Medium,6-10 Low,2025-07-11,Oura Ring 4
142,185,US,166,Levi’s,54-108 USD,11-20 Medium,11-20 Medium,2025-07-11,Levi's Low Loose Women's Jeans
143,250,US,166,Old Navy,5-10 USD,11-20 Medium,11-20 Medium,2025-07-11,Old Navy Women's High-Waisted Biker Shorts
144,91,US,166,Birkenstock,60-60 USD,11-20 Medium,11-20 Medium,2025-07-11,Birkenstock Women's Arizona Big Buckle EVA
145,,US,166,PUMA,55-124 USD,11-20 Medium,,2025-07-11,PUMA Women's Speedcat Ballet Shoes
146,187,US,166,Nike,105-200 USD,11-20 Medium,11-20 Medium,2025-07-11,Men's Jordan 1 Low TD Football Cleat
147,132,US,166,adidas,62-220 USD,11-20 Medium,11-20 Medium,2025-07-11,Men's Yeezy Slide
148,65,US,166,ASICS,53-196 USD,11-20 Medium,21-50 High,2025-07-11,Asics Women's Gel-1130
149,142,US,166,Shapermint,33-33 USD,11-20 Medium,11-20 Medium,2025-07-11,Shapermint Essentials Sweetheart Wireless Contour Bra
150,144,US,166,Nike,61-155 USD,11-20 Medium,11-20 Medium,2025-07-11,Nike Men's Book 1
151,139,US,166,Truekind,23-39 USD,11-20 Medium,11-20 Medium,2025-07-11,Truekind Intimates & Sleepwear Truekind Supportive Comfort Wireless Shaping Bra
152,,US,166,Old Navy,,11-20 Medium,,2025-07-11,Old Navy Kids' High-Waisted Baggy Wide-Leg Pull-On Jeans
153,137,US,166,,49-49 USD,11-20 Medium,11-20 Medium,2025-07-11,"Electric Blue Impact Shorts | 4.5"" L"
154,171,US,166,Fashion Nova,36-45 USD,11-20 Medium,11-20 Medium,2025-07-11,Women's Fashion Nova Kamiyah Printed Jumpsuit Combo
155,53,US,166,Nike,56-90 USD,11-20 Medium,21-50 High,2025-07-11,Nike Kids' Air Force 1 LE
156,357,US,166,lululemon,39-39 USD,11-20 Medium,6-10 Low,2025-07-11,lululemon City Essentials Mini Shoulder Bag 1L
157,123,US,166,Cupshe,39-41 USD,11-20 Medium,11-20 Medium,2025-07-11,Women's Tummy Control Swimsuits Cupshe Apricot Yellow Ditsy Wrapped Cutout One-Piece
158,216,US,166,Nike,61-140 USD,11-20 Medium,11-20 Medium,2025-07-11,Nike Men's Mercurial Superfly 10 Academy
159,212,US,166,Universal Thread,21-30 USD,11-20 Medium,11-20 Medium,2025-07-11,Women's Universal Thread Crinkle Gauze Pull-On Maxi Skirt
160,179,US,166,Lands' End,32-32 USD,11-20 Medium,11-20 Medium,2025-07-11,Lands' End Open Top Long Handle Canvas Tote Bag
161,106,US,166,Brooks,62-199 USD,11-20 Medium,11-20 Medium,2025-07-11,Brooks Women's Ghost Max 2
162,157,US,166,Nike,28-45 USD,11-20 Medium,11-20 Medium,2025-07-11,Nike Men's Dri-FIT Form Unlined Versatile Shorts
163,,US,166,Hoka One One,,11-20 Medium,,2025-07-11,Hoka Women's Bondi SR
164,162,US,166,Crocs,15-25 USD,11-20 Medium,11-20 Medium,2025-07-11,Crocs Infant Littles Clogs
165,,US,166,Dr. Scholl's,,11-20 Medium,,2025-07-11,Dr. Scholl's Women's Time Off Sneaker
166,214,US,166,adidas,60-120 USD,11-20 Medium,11-20 Medium,2025-07-11,adidas Women's Handball Spezial
167,48,US,166,On,105-170 USD,11-20 Medium,21-50 High,2025-07-11,On Women's Cloudnova 2
168,190,US,166,Nike,70-212 USD,11-20 Medium,11-20 Medium,2025-07-11,Nike Men's Shox TL
169,203,US,166,Rainbow,61-61 USD,11-20 Medium,11-20 Medium,2025-07-11,Women's Rainbow Flirty Braidy
170,147,US,166,On,110-590 USD,11-20 Medium,11-20 Medium,2025-07-11,On Men's Cloudtilt
171,316,US,166,Samsung,160-380 USD,11-20 Medium,6-10 Low,2025-07-11,Samsung Galaxy Watch7
172,186,US,166,Nike,43-75 USD,11-20 Medium,11-20 Medium,2025-07-11,Nike Kids' Force 1 Low EasyOn
173,170,US,166,,5-6 USD,11-20 Medium,11-20 Medium,2025-07-11,Vivitar Noise Reducing Earmuffs
174,336,US,166,Comfrt,39-45 USD,11-20 Medium,6-10 Low,2025-07-11,Comfrt Camo Hoodie
175,,US,166,lululemon,128-128 USD,11-20 Medium,,2025-07-11,lululemon Men's ABC Classic-Fit 5 Pocket Pant 34L Warpstreme
176,122,US,166,Ray-Ban,299-428 USD,11-20 Medium,11-20 Medium,2025-07-11,Ray-Ban Meta Wayfarer
177,269,US,166,adidas,52-80 USD,11-20 Medium,6-10 Low,2025-07-11,adidas Women's VL Court 3.0
178,205,US,166,Nike,60-90 USD,11-20 Medium,11-20 Medium,2025-07-11,Jordan 1 Kids' Mid Cleat GS
179,321,US,166,adidas,41-110 USD,11-20 Medium,6-10 Low,2025-07-11,Adidas Men's Campus 00s
180,189,US,166,Nike,60-150 USD,11-20 Medium,11-20 Medium,2025-07-11,Air Jordan Kids' 11 Retro Low Bred GS
181,160,US,166,Old Navy,10-15 USD,11-20 Medium,11-20 Medium,2025-07-11,Old Navy Women's Vintage Crew-Neck Mini T-Shirt Dress
182,188,US,166,Nike,19-28 USD,11-20 Medium,11-20 Medium,2025-07-11,Men's Nike Everyday Plus Cushioned Training Ankle Socks
183,89,US,166,Nike,63-161 USD,11-20 Medium,21-50 High,2025-07-11,Nike Women's Sabrina 2
184,206,US,166,St. John's Bay,11-15 USD,11-20 Medium,11-20 Medium,2025-07-11,"St. John's Bay Mens 10"" Mid Rise Stretch Fabric Cargo Short"
185,,US,166,lululemon,,11-20 Medium,,2025-07-11,lululemon City Essentials Mini Shoulder Bag 1L
186,167,US,166,Kane,60-80 USD,11-20 Medium,11-20 Medium,2025-07-11,Kane Revive
187,608,US,166,Old Navy,22-50 USD,11-20 Medium,6-10 Low,2025-07-11,Old Navy Women's High-Waisted Pull-On Pixie Super Wide-Leg Pants
188,,US,166,Converse,,11-20 Medium,,2025-07-11,Converse Women's Chuck Taylor All Star Lift Platform
189,272,US,166,J.Crew,20-49 USD,11-20 Medium,6-10 Low,2025-07-11,"Men's 7"" Flex Chino Short J.Crew Factory"
190,210,US,166,Carhartt,13-40 USD,11-20 Medium,11-20 Medium,2025-07-11,Carhartt Men's Short-Sleeve Pocket T-Shirt
191,218,US,166,Quince,80-80 USD,11-20 Medium,11-20 Medium,2025-07-11,Women's Quince 100% European Linen Fit & Flare Midi Dress
192,117,US,166,Levi’s,30-70 USD,11-20 Medium,11-20 Medium,2025-07-11,Levi's Women's 501 Original Shorts
193,228,US,166,Comfort Colors,6-17 USD,11-20 Medium,11-20 Medium,2025-07-11,Comfort Colors Adult Heavyweight T-Shirt
194,198,US,166,Tory Burch,80-198 USD,11-20 Medium,11-20 Medium,2025-07-11,Tory Burch Women's Miller Sandals
195,375,US,166,Nike,38-62 USD,11-20 Medium,6-10 Low,2025-07-11,Nike Infant Swoosh 1 Shoes
196,176,US,166,Teva,35-76 USD,11-20 Medium,11-20 Medium,2025-07-11,Teva Women's Original Universal Slim
197,297,US,166,Comfrt,39-65 USD,11-20 Medium,6-10 Low,2025-07-11,"Comfrt - Minimalist Hoodie - Astro - unisex - Breathable, Soft Fabric - Slightly Weighted - Oversized - Made for Stress & Anxiety"
198,177,US,166,Havaianas,14-34 USD,11-20 Medium,11-20 Medium,2025-07-11,Havaianas Women's Slim Square Flip Flops
199,207,US,166,Brooks,86-165 USD,11-20 Medium,11-20 Medium,2025-07-11,Women's Brooks Glycerin 22
200,338,US,166,Crocs,21-50 USD,11-20 Medium,6-10 Low,2025-07-11,Crocs Men's Mellow Recovery Slide
201,236,US,166,lululemon,59-99 USD,11-20 Medium,11-20 Medium,2025-07-11,lululemon Men's Cityverse Cotton Canvas Sneaker
202,670,US,166,lululemon,68-68 USD,11-20 Medium,6-10 Low,2025-07-11,lululemon Women's Hotty Hot High-Rise Lined Short 2.5
203,290,US,166,Athleta,29-35 USD,11-20 Medium,6-10 Low,2025-07-11,Athleta Women's Transcend Square Neck Crop Sports Bra D-Dd
204,191,US,166,Birkenstock,42-60 USD,11-20 Medium,11-20 Medium,2025-07-11,Birkenstock Boston EVA
205,237,US,166,Victoria's Secret,11-11 USD,11-20 Medium,11-20 Medium,2025-07-11,Women's Body By Victoria The Fabulous By Victoria’s Secret Full Cup Lace Bra
206,313,US,166,Nike,91-276 USD,11-20 Medium,6-10 Low,2025-07-11,Men's Nike Vaporfly 3
207,,US,166,Reef,49-85 USD,11-20 Medium,,2025-07-11,Reef Women's Water Vista Higher
208,226,US,166,Levi’s,38-80 USD,11-20 Medium,11-20 Medium,2025-07-11,Levi's Men's 501 Original Fit Jeans
209,303,US,166,Nike,55-117 USD,11-20 Medium,6-10 Low,2025-07-11,Nike Men's Killshot 2 Leather
210,209,US,166,Nike,60-178 USD,11-20 Medium,11-20 Medium,2025-07-11,Men's Air Jordan 1 Mid
211,243,US,166,Gildan,1-8 USD,11-20 Medium,11-20 Medium,2025-07-11,Gildan Heavy Cotton T-Shirt Adult
212,242,US,166,Nike,40-80 USD,11-20 Medium,11-20 Medium,2025-07-11,Nike Kids' Court Borough Mid 2 Shoes
213,7446,US,166,Nike,69-80 USD,11-20 Medium,0-5 Very low,2025-07-11,Air Jordan Kids' 11 Retro Low
214,199,US,166,Hoka One One,80-110 USD,11-20 Medium,11-20 Medium,2025-07-11,HOKA Kids' Clifton 9
215,136,US,166,Nike,70-180 USD,11-20 Medium,11-20 Medium,2025-07-11,Nike Men's Pegasus Trail 5 GORE-TEX
216,255,US,166,Xersion,6-6 USD,11-20 Medium,11-20 Medium,2025-07-11,Xersion Xtreme Cotton Mens Crew Neck Short Sleeve T-Shirt
217,230,US,166,On,105-180 USD,11-20 Medium,11-20 Medium,2025-07-11,On Women's Cloudrunner 2
218,6118,US,166,Hollister,10-25 USD,11-20 Medium,0-5 Very low,2025-07-11,Men's Hollister baggy T-shirt
219,175,US,166,Bombas,48-50 USD,11-20 Medium,11-20 Medium,2025-07-11,Women's Bombas Friday Slide
220,337,US,166,Nike,51-147 USD,11-20 Medium,6-10 Low,2025-07-11,Nike Kids' Sabrina 2
221,302,US,166,Coach,140-199 USD,11-20 Medium,6-10 Low,2025-07-11,Coach Teri Shoulder Bag Women's
222,215,US,166,Alo Yoga,68-68 USD,11-20 Medium,11-20 Medium,2025-07-11,Alo Yoga Match Point Tennis Skirt
223,257,US,166,FIGS,58-58 USD,11-20 Medium,11-20 Medium,2025-07-11,FIGS Women’s High Waisted Isabel Wide Leg Scrub Pants
224,131,US,166,Universal Thread,5-7 USD,11-20 Medium,11-20 Medium,2025-07-11,Women's Universal Thread Embroidered Tank Top
225,219,US,166,CALIA by Carrie Underwood,13-29 USD,11-20 Medium,11-20 Medium,2025-07-11,CALIA Women's Strappy Back Ruched Medium Support Bikini Swim Top
226,428,US,166,Nike,76-130 USD,11-20 Medium,6-10 Low,2025-07-11,Nike Men's Dunk Low Retro SE
227,390,US,166,Wild Fable,25-35 USD,11-20 Medium,6-10 Low,2025-07-11,Women's Wild Fable Jacquard Tulle Trim Maxi A-Line Dress
228,241,US,166,New Balance,67-140 USD,11-20 Medium,11-20 Medium,2025-07-11,New Balance Men's FuelCell Rebel v4
229,,US,166,adidas,100-126 USD,11-20 Medium,,2025-07-11,adidas Women's Samba OG
230,559,US,166,American Eagle,39-60 USD,11-20 Medium,6-10 Low,2025-07-11,AE Dreamy Drape Stretch Super High-Waisted Baggy Wide-Leg Jean Women's
