rank,previous_rank,ranking_country,ranking_category,brand,price_range,relative_demand,previous_relative_demand,rank_timestamp,product_title
52,43,US,1,,90-90 USD,11-20 Medium,11-20 Medium,2025-07-11,"Apoquel (oclacitinib chewable tablet) Chewable for Dogs, 16mg, 30 tablets"
53,59,US,1,Merck Animal Health,37-97 USD,11-20 Medium,11-20 Medium,2025-07-11,Mometamax Otic Suspension
54,44,US,1,,29-29 USD,11-20 Medium,11-20 Medium,2025-07-11,Vibrant Life Single-Door Folding Dog Crate with Divider
55,52,US,1,NexGard,44-204 USD,11-20 Medium,11-20 Medium,2025-07-11,NexGard Plus for Dogs
56,83,US,1,,20-20 USD,11-20 Medium,11-20 Medium,2025-07-11,up&up Enclosed Cat Litter Box
57,71,US,1,Elanco,13-124 USD,11-20 Medium,11-20 Medium,2025-07-11,Interceptor Plus Chewable Tablets for Dogs
58,51,US,1,Merial,57-57 USD,11-20 Medium,11-20 Medium,2025-07-11,Heartgard Chewables for Dogs Up to 25 lbs 6 Month
59,57,US,1,Purina,20-75 USD,11-20 Medium,11-20 Medium,2025-07-11,Purina Pro Plan Puppy Shredded Blend Chicken & Rice Formula Dry Dog Food
60,73,US,1,bravecto,27-27 USD,11-20 Medium,11-20 Medium,2025-07-11,Bravecto 1-Month Chew for Dogs
61,79,US,1,Company Of Animals,12-114 USD,11-20 Medium,11-20 Medium,2025-07-11,Company of Animals Pet Corrector
62,58,US,1,HomeoPet,18-18 USD,11-20 Medium,11-20 Medium,2025-07-11,HomeoPet UTI Unrinary Tract Infection for Dogs
63,76,US,1,Petlab Co.,29-37 USD,11-20 Medium,11-20 Medium,2025-07-11,PetLab Co. ProBright Advanced Dental Powder Award Winning Dog Breath Freshener
64,,US,1,KittySpout,,11-20 Medium,,2025-07-11,The KittySpout Health & Happiness Cat
65,102,US,1,Tidy Cats,10-21 USD,11-20 Medium,11-20 Medium,2025-07-11,Tidy Cats Glade Odor Clumping Cat Litter
66,53,US,1,Feline Pine,7-22 USD,11-20 Medium,11-20 Medium,2025-07-11,Feline Pine Cat Litter Original
67,81,US,1,BLUE,15-78 USD,11-20 Medium,11-20 Medium,2025-07-11,Blue Buffalo Life Protection Formula Chicken & Brown Rice Adult Dry Dog Food
68,64,US,1,PetSafe,99-120 USD,11-20 Medium,11-20 Medium,2025-07-11,PetSafe ScoopFree Crystal Classic Self-Cleaning Litter Box
69,88,US,1,NexGard,48-231 USD,11-20 Medium,11-20 Medium,2025-07-11,NexGard Plus for Dogs
70,46,US,1,The Farmer’s Dog,,11-20 Medium,11-20 Medium,2025-07-11,The Farmer's Dog - Small Dog Trial Box
71,80,US,1,Royal Canin,59-139 USD,11-20 Medium,11-20 Medium,2025-07-11,Royal Canin Veterinary Diet Hydrolyzed Protein HP Dry Dog Food
72,3356,US,1,Synergy Labs,8-8 USD,11-20 Medium,0-5 Very low,2025-07-11,Synergy Labs 1oz Super Clot Gel
73,86,US,1,,30-30 USD,11-20 Medium,11-20 Medium,2025-07-11,"Free Dog Crocs W/ BarkBox Dog Toys & Treats Box, Small/Medium/Large"
74,106,US,1,,11-19 USD,11-20 Medium,11-20 Medium,2025-07-11,up&up Dog Diapers 18ct
75,,US,1,Purina,,11-20 Medium,,2025-07-11,Purina Pro Plan Adult Shredded Blend Chicken & Rice Formula Dry Dog Food
76,89,US,1,Ollie,,11-20 Medium,11-20 Medium,2025-07-11,Fresh Human Grade Dog Food
77,75,US,1,Coat Defense,11-67 USD,11-20 Medium,11-20 Medium,2025-07-11,Coat Defense Daily Preventative Powder for Dogs
78,82,US,1,PetArmor,19-47 USD,11-20 Medium,11-20 Medium,2025-07-11,PetArmor 7-Way De-Wormer for Medium & Large Dogs
79,91,US,1,Wuffes,39-39 USD,11-20 Medium,11-20 Medium,2025-07-11,Wuffes Advanced Hip & Joint Supplement for Small & Medium Dogs
80,99,US,1,Drontal,6-6 USD,11-20 Medium,11-20 Medium,2025-07-11,Drontal for Cats Elanco Animal Health
81,120,US,1,bugmd,16-40 USD,11-20 Medium,11-20 Medium,2025-07-11,BugMD Flea and Tick Concentrate Essential and
82,87,US,1,Diamond,32-44 USD,11-20 Medium,11-20 Medium,2025-07-11,Diamond Naturals Skin & Coat Formula All Life Stages Dry Dog Food
83,109,US,1,Pennington,10-19 USD,11-20 Medium,11-20 Medium,2025-07-11,Pennington Classic Wild Bird Feed & Seed
84,117,US,1,Coach,23-23 USD,11-20 Medium,11-20 Medium,2025-07-11,Coach Outlet Boxed Small Pet Collar In Signature Canvas
85,72,US,1,Bayer,17-71 USD,11-20 Medium,11-20 Medium,2025-07-11,Advantage II Flea Treatment for Cats
86,62,US,1,VetIQ,12-14 USD,11-20 Medium,11-20 Medium,2025-07-11,VetIQ Calming Chews Supplement for Dogs
87,272,US,1,World's Best Cat Litter,11-24 USD,11-20 Medium,6-10 Low,2025-07-11,World's Best Cat Litter Multiple Cat
88,108,US,1,,12-14 USD,11-20 Medium,11-20 Medium,2025-07-11,Vetality Canine Aspirin for Dogs
89,105,US,1,Bradley Caldwell,13-15 USD,11-20 Medium,11-20 Medium,2025-07-11,Vetality Stop the Runs Chewables for Dogs
90,97,US,1,Hill's Pet Nutrition,37-113 USD,11-20 Medium,11-20 Medium,2025-07-11,Hill's Prescription Diet c/d Multicare Urinary Care with Chicken Dry Cat Food
91,100,US,1,Purina,17-63 USD,11-20 Medium,11-20 Medium,2025-07-11,Purina ONE SmartBlend Dry Dog Food Lamb Rice Formula
92,95,US,1,PetSafe,10-27 USD,11-20 Medium,11-20 Medium,2025-07-11,Dog Harness PetSafe Easy Walk
93,155,US,1,,20-20 USD,11-20 Medium,6-10 Low,2025-07-11,Woof Pupsicle Dog Toy
94,101,US,1,PetSafe,10-10 USD,11-20 Medium,11-20 Medium,2025-07-11,PetSafe Freedom Pet Door Replacement Flap
95,63,US,1,,30-30 USD,11-20 Medium,11-20 Medium,2025-07-11,"Free Dog Crocs W/ SuperChewer Dog Toys & Treats Box, Small/Medium/Large"
96,98,US,1,Virbac,12-12 USD,11-20 Medium,11-20 Medium,2025-07-11,Virbac C.E.T. Enzymatic Toothpaste
97,111,US,1,VET'S BEST,9-24 USD,11-20 Medium,11-20 Medium,2025-07-11,Vet's Best Flea & Tick Spray
98,77,US,1,Purina,15-45 USD,11-20 Medium,11-20 Medium,2025-07-11,Purina Pro Plan Veterinary Hydra Care Cat Supplement
99,67,US,1,HomeoPet,18-18 USD,11-20 Medium,11-20 Medium,2025-07-11,HomeoPet Digestive Upsets
100,107,US,1,The Farmer’s Dog,,11-20 Medium,11-20 Medium,2025-07-11,The Farmer's Dog - Large Dog Trial Box
101,113,US,1,PetArmor,14-17 USD,11-20 Medium,11-20 Medium,2025-07-11,PetArmor 7 Way De-Wormer for Small Dogs
102,30,US,1,Pelsbarn ♡,134-134 USD,11-20 Medium,21-50 High,2025-07-11,"Pelsbarn Cooling Bed (4x more effective), M/L / Light Blue"
103,122,US,1,Dr. Marty,,11-20 Medium,11-20 Medium,2025-07-11,Dr. Marty Nature's Blend Essential Wellness Freeze-Dried Dog Food
104,115,US,1,Potty Patch,35-35 USD,11-20 Medium,11-20 Medium,2025-07-11,Fresh Patch Standard Indoor Potty Grass for Dogs
105,54,US,1,Gale Pacific,20-58 USD,11-20 Medium,11-20 Medium,2025-07-11,Coolaroo Elevated Pet Bed
106,743,US,1,,39-54 USD,11-20 Medium,0-5 Very low,2025-07-11,"Dog Friendly Co DF Co. Dog Harness Chafe Resistant Webbing, Adjustable Neck & Chest, and Heavy Duty D-Ring"
107,93,US,1,Pennington,11-60 USD,11-20 Medium,11-20 Medium,2025-07-11,Pennington Select Black Oil Sunflower Seed Wild Bird Feed
108,152,US,1,Dr. Elsey's,12-21 USD,11-20 Medium,6-10 Low,2025-07-11,Dr Elsey's Ultra Cat Litter
109,119,US,1,GoTags,19-19 USD,11-20 Medium,11-20 Medium,2025-07-11,GoTags Nylon Personalized Dog Collar
110,142,US,1,The Farmer’s Dog,14-14 USD,11-20 Medium,6-10 Low,2025-07-11,The Farmer's Dog - Best Fresh Dog Food
111,124,US,1,Taste of the Wild,19-59 USD,11-20 Medium,11-20 Medium,2025-07-11,Taste of the Wild Pacific Stream Dog Food
112,110,US,1,Embark,90-110 USD,11-20 Medium,11-20 Medium,2025-07-11,Embark Breed Identification Dog DNA Test
113,230,US,1,SleekEZ,20-24 USD,11-20 Medium,6-10 Low,2025-07-11,SleekEZ Grooming Tool
114,186,US,1,Bayer,45-109 USD,11-20 Medium,6-10 Low,2025-07-11,Seresto Flea & Tick Collar for Cats
115,103,US,1,,29-29 USD,11-20 Medium,11-20 Medium,2025-07-11,Tuft + Paw Really Great Tofu Cat Litter
116,85,US,1,Sundays For Dogs,27-27 USD,11-20 Medium,11-20 Medium,2025-07-11,Air-Dried Dog Food — All-Natural Chicken Recipe —
117,68,US,1,,54-54 USD,11-20 Medium,11-20 Medium,2025-07-11,"Pelsbarn Cooling Mat ( 1+1 ), XS / Light Blue"
118,127,US,1,,28-227 USD,11-20 Medium,11-20 Medium,2025-07-11,Premium Chicken Sand Odor Eliminating Bedding for Coops
119,,US,1,Hill's Pet Nutrition,,11-20 Medium,,2025-07-11,Hill's Prescription Diet Gastrointestinal Biome Digestive/Fiber Care with Chicken Dry Dog Food
120,74,US,1,Revolution Plus,92-319 USD,11-20 Medium,11-20 Medium,2025-07-11,Revolution Plus Cats
121,104,US,1,Member's Mark,44-44 USD,11-20 Medium,11-20 Medium,2025-07-11,Member's Mark Grain Free Salmon and Sweet Potato Dry Dog Food
122,132,US,1,Douxo,19-20 USD,11-20 Medium,11-20 Medium,2025-07-11,Douxo S3 PYO Pads
123,118,US,1,Farnam,11-20 USD,11-20 Medium,11-20 Medium,2025-07-11,Farnam Flys Off Mist Insect Repellent for Dogs
124,125,US,1,,20-20 USD,11-20 Medium,11-20 Medium,2025-07-11,Woof Pupsicle Dog Toy
125,,US,1,,13-13 USD,11-20 Medium,,2025-07-11,"Heartgard Plus Chew for Dogs, up to 25 lbs, (Blue Box), 1 Chew (1-mo. supply)"
126,61,US,1,,20-25 USD,11-20 Medium,11-20 Medium,2025-07-11,Top Paw Waves Cooling Bolster Dog Mat
127,116,US,1,,129-129 USD,11-20 Medium,11-20 Medium,2025-07-11,Dog Door for Sliding Glass Door Adjustable 80.5 in. 86.5 in. H Doggy Door for Sliding Door Pet Door w/ Lock
128,133,US,1,bravecto,77-77 USD,11-20 Medium,11-20 Medium,2025-07-11,9.9-22 lbs Bravecto Chews for Dogs
129,,US,1,Bayer,,11-20 Medium,,2025-07-11,Seresto Flea & Tick Collar for Small Dogs
130,162,US,1,KONG,28-80 USD,11-20 Medium,6-10 Low,2025-07-11,KONG Orthopedic Crate Mat
131,131,US,1,Ceva,22-41 USD,11-20 Medium,11-20 Medium,2025-07-11,Douxo S3 PYO Shampoo
132,153,US,1,,38-38 USD,11-20 Medium,6-10 Low,2025-07-11,"Simparica Trio Chewable Tablet for Dogs, 5.6-11.0 lbs, (Purple Box), 1 Chewable Tablet (1-mo. supply)"
133,90,US,1,,89-89 USD,11-20 Medium,11-20 Medium,2025-07-11,"Pelsbarn Cooling Mat ( 1+1 ), M / Light Blue"
134,130,US,1,Boehringer Ingelheim,15-124 USD,11-20 Medium,11-20 Medium,2025-07-11,Heartgard Plus Chewables for Dogs
135,159,US,1,,15-21 USD,11-20 Medium,6-10 Low,2025-07-11,Pet Honesty Chlorhexidine Shampoo
136,121,US,1,NexGard,91-91 USD,11-20 Medium,11-20 Medium,2025-07-11,NexGard 60.1-121 lbs treatments Dogs 136 mg Afoxolaner
137,318,US,1,Boehringer Ingelheim,28-79 USD,11-20 Medium,6-10 Low,2025-07-11,Frontline Plus for Dogs
138,183,US,1,,8-8 USD,11-20 Medium,6-10 Low,2025-07-11,Vibrant Life Disposable Dog Diapers for Female Dogs
139,160,US,1,Purina,18-22 USD,11-20 Medium,6-10 Low,2025-07-11,Purina Fancy Feast Grain Free Pate Wet Kitten Food Variety Pack
140,126,US,1,,14-14 USD,11-20 Medium,11-20 Medium,2025-07-11,Vibrant Life Small Animal Steel Wire Playpen
141,149,US,1,NexGard,90-90 USD,11-20 Medium,6-10 Low,2025-07-11,NexGard 24.1-60 lbs treatments Dogs 68 mg Afoxolaner
142,135,US,1,,20-27 USD,11-20 Medium,11-20 Medium,2025-07-11,Dog MX Inflatable E Collar
143,171,US,1,,14-17 USD,6-10 Low,6-10 Low,2025-07-11,Vetality Canine Aspirin for Dogs
144,168,US,1,Nutramax Laboratories,20-20 USD,6-10 Low,6-10 Low,2025-07-11,Nutramax Cosequin Maximum Strength Joint Health Plus MSM Supplement for Dogs
145,176,US,1,GoTags,10-10 USD,6-10 Low,6-10 Low,2025-07-11,GoTags Silent Silicone Personalized Dog ID Tag
146,262,US,1,VetIQ,12-14 USD,6-10 Low,6-10 Low,2025-07-11,VetIQ Flea & Tick Support for Dogs
147,165,US,1,Diamond,14-58 USD,6-10 Low,6-10 Low,2025-07-11,Diamond Dog Food Puppy
148,215,US,1,,10-13 USD,6-10 Low,6-10 Low,2025-07-11,CusieryMax Cat Ball Adventure The Ultimate Interactive Mental & Physical Exercise for Indoor Cats
149,210,US,1,Purina,53-130 USD,6-10 Low,6-10 Low,2025-07-11,Purina Pro Plan Veterinary Diets HA Hydrolyzed Formula Dry Dog Food
150,172,US,1,Purina,11-69 USD,6-10 Low,6-10 Low,2025-07-11,Purina ONE True Instinct Dry Dog Food With Real Turkey & Venison
151,175,US,1,,21-21 USD,6-10 Low,6-10 Low,2025-07-11,TrizULTRA+Keto Flush
152,197,US,1,,160-160 USD,6-10 Low,6-10 Low,2025-07-11,"RuffRover 2.0 - Hard Bottom Back Seat Extender + (FREE Dog Bed), Grey"
153,137,US,1,Company Of Animals,14-23 USD,6-10 Low,11-20 Medium,2025-07-11,Baskerville Ultra Muzzle
154,141,US,1,Durvet,10-12 USD,6-10 Low,11-20 Medium,2025-07-11,WormEze Feline Liquid
155,66,US,1,,36-36 USD,6-10 Low,11-20 Medium,2025-07-11,Sileo Gel Noise Aversion Medication for Dogs
156,139,US,1,Purina,7-27 USD,6-10 Low,11-20 Medium,2025-07-11,Cat Chow Purina Indoor Dry Cat Food
157,148,US,1,bravecto,26-26 USD,6-10 Low,6-10 Low,2025-07-11,Bravecto 1-Month Chews for Dogs
158,151,US,1,ZYMOX,17-18 USD,6-10 Low,6-10 Low,2025-07-11,Zymox Topical Spray 0.5% Hydrocortisone
159,150,US,1,,5-5 USD,6-10 Low,6-10 Low,2025-07-11,"Providence Engraving Pet ID Tags Small or Large Personalized Anodized Aluminum Pet Tags in Bone, Round, Star, Heart, Hydrant, Paw and Cat Face"
160,157,US,1,The Lazy Dog Cookie Co.,6-6 USD,6-10 Low,6-10 Low,2025-07-11,The Lazy Dog Cookie Co Happy Birthday Pup-Pie Dog Treat for a Charming Boy
161,161,US,1,Purina,20-94 USD,6-10 Low,6-10 Low,2025-07-11,Purina Pro Plan Sport 30/20 Performance Formula Chicken Dry Dog Food
162,316,US,1,Tidy Cats,8-31 USD,6-10 Low,6-10 Low,2025-07-11,Tidy Cats Breeze Cat Litter Pellets
163,216,US,1,,16-18 USD,6-10 Low,6-10 Low,2025-07-11,"Kitty Curlz Cat Scratching Board, Magic Organ Cat Toy, Made of Recyclable Corrugated Cardboard, Scratch-Resistant and Abrasion-Resistant, Foldable,"
164,84,US,1,,7-7 USD,6-10 Low,11-20 Medium,2025-07-11,"Yomi Pet Hair Remover Glove,Celery Pets Double Sided Grooming Glove,Pet Hair Remover Electrostatic Gloves for Dog & Cat,Washable (1pcs)"
165,184,US,1,Ruffwear,90-95 USD,6-10 Low,6-10 Low,2025-07-11,Float Coat Dog Life Jacket Ruffwear
166,158,US,1,,50-50 USD,6-10 Low,6-10 Low,2025-07-11,Tri-Heart Plus Chewable Tablets for Dogs 51-100 lbs
167,,US,1,,,6-10 Low,,2025-07-11,MiconaHex+Triz Shampoo
168,199,US,1,Synergy Labs,9-12 USD,6-10 Low,6-10 Low,2025-07-11,Veterinary Formula Clinical Care Hot Spot & Itch Relief Medicated Spray
169,178,US,1,Native Pet,15-40 USD,6-10 Low,6-10 Low,2025-07-11,Native Pet Calm Chews for Dogs
170,190,US,1,Feliway,25-25 USD,6-10 Low,6-10 Low,2025-07-11,Feliway Classic Diffuser Kit
171,174,US,1,,20-20 USD,6-10 Low,6-10 Low,2025-07-11,"Vibrant Life Pet Kennel 19"" X-Small Plastic Dog Crate Portable Carrier for Pets up to 10 lbs"
172,65,US,1,,20-25 USD,6-10 Low,11-20 Medium,2025-07-11,Sun Squad Cooling Mat Bolster Dog and Cat Bed
173,188,US,1,,27-60 USD,6-10 Low,6-10 Low,2025-07-11,Top Paw Soft-Sided Pop-Up Playpen
174,189,US,1,Purina,21-55 USD,6-10 Low,6-10 Low,2025-07-11,Purina Pro Plan Adult Shredded Blend Small Breed Chicken & Rice Formula Dry Dog Food
175,233,US,1,Hill's Pet Nutrition,24-98 USD,6-10 Low,6-10 Low,2025-07-11,Hill's Science Diet Adult Sensitive Stomach & Skin Chicken Dry Dog Food
176,170,US,1,FurHaven,21-72 USD,6-10 Low,6-10 Low,2025-07-11,FurHaven Calming Cuddler Long Fur Donut Dog Bed
177,239,US,1,Meow Mix,6-30 USD,6-10 Low,6-10 Low,2025-07-11,Meow Mix Original Choice Dry Cat Food
178,228,US,1,Bayer,15-15 USD,6-10 Low,6-10 Low,2025-07-11,Advantage Topical Flea Treatment & Prevention for Small Cats
179,92,US,1,The Healing Tree,28-85 USD,6-10 Low,11-20 Medium,2025-07-11,The Green Pet Shop Cool Pet Pad
180,163,US,1,Amazon,55-119 USD,6-10 Low,6-10 Low,2025-07-11,Elitefield 3-Door Folding Soft Dog Crate with Carrying Bag and Fleece Bed
181,220,US,1,,24-24 USD,6-10 Low,6-10 Low,2025-07-11,"Proin (phenylpropanolamine hydrochloride) Chewable Tablets for Dogs, 50-mg, 30 tablets"
182,94,US,1,,40-65 USD,6-10 Low,11-20 Medium,2025-07-11,TSCOMON Multi-Level 58-in Plush Cat Tree & Condo
183,218,US,1,Naturvet,17-26 USD,6-10 Low,6-10 Low,2025-07-11,NaturVet Quiet Moments Calming Aid Soft Chews
184,221,US,1,Outward Hound,16-40 USD,6-10 Low,6-10 Low,2025-07-11,Outward Hound Granby Ripstop Dog Life Jacket
185,164,US,1,TheraPetMD,,6-10 Low,6-10 Low,2025-07-11,TheraPet Diffuser Dog Calming
186,348,US,1,FurLife,30-30 USD,6-10 Low,6-10 Low,2025-07-11,FurLife 8 Months Flea and Tick Prevention for Dogs – Year-Round Protection
187,196,US,1,Purina,20-75 USD,6-10 Low,6-10 Low,2025-07-11,Purina Pro Plan Puppy Sensitive Skin & Stomach Salmon & Rice Dry Dog Food
188,,US,1,"PAWSPIK, INC.",40-40 USD,6-10 Low,,2025-07-11,PawsPik Dog & Cat Water Fountain Made with Stainless Steel
189,182,US,1,Elanco,39-40 USD,6-10 Low,6-10 Low,2025-07-11,Capstar Flea Tablets for Dogs
190,69,US,1,,36-39 USD,6-10 Low,11-20 Medium,2025-07-11,Yaheetech Foldable Pet Pool
191,136,US,1,Zoetis,38-189 USD,6-10 Low,11-20 Medium,2025-07-11,Simparica Trio Chewable Tablets for Dogs
192,201,US,1,Elanco,17-162 USD,6-10 Low,6-10 Low,2025-07-11,Cheristin Flea Treatment for Cats
193,254,US,1,,33-33 USD,6-10 Low,6-10 Low,2025-07-11,"Veken Innovation Award Winner Stainless Steel Cat Water Fountain, 95Oz/2.8L Automatic Pet Fountain Dog Water Dispenser with Replacement Filters &"
194,219,US,1,Virbac,38-38 USD,6-10 Low,6-10 Low,2025-07-11,Easotic Otic Suspension for Dogs
195,,US,1,TheraPetMD,34-34 USD,6-10 Low,,2025-07-11,TherapetMD TheraPet MD Dog Calming Diffuser Pheromone Diffuser for Dogs Indoor Behavior Support
196,217,US,1,,14-20 USD,6-10 Low,6-10 Low,2025-07-11,Calm Paws Recovery Boot
197,259,US,1,Sure Petcare,165-173 USD,6-10 Low,6-10 Low,2025-07-11,SureFeed Microchip Pet Feeder
198,156,US,1,,240-250 USD,6-10 Low,6-10 Low,2025-07-11,75l Smart Automatic Self-Cleaning Cat Litter Box
199,208,US,1,Ruffwear,30-60 USD,6-10 Low,6-10 Low,2025-07-11,Dog Harness Ruffwear Front Range
200,203,US,1,PetSafe,12-22 USD,6-10 Low,6-10 Low,2025-07-11,PetSafe Gentle Leader Headcollar
201,226,US,1,Whisker,549-549 USD,6-10 Low,6-10 Low,2025-07-11,Litter-Robot 3 Connect Self-Cleaning Litter Box For Cats
202,263,US,1,GAMMA2,30-30 USD,6-10 Low,6-10 Low,2025-07-11,Vittles Vault Outback Stackable Pet Food Storage Container
203,200,US,1,Zoetis,135-135 USD,6-10 Low,6-10 Low,2025-07-11,Simparica Chewable Tablets for Dogs
204,134,US,1,Elanco,19-80 USD,6-10 Low,11-20 Medium,2025-07-11,Flea K9 Advantix II
205,,US,1,,,6-10 Low,,2025-07-11,Dog MX Plastic E-Collar
