rank_timestamp,rank,previous_rank,ranking_country,ranking_category,product_title,brand,price_min,price_max,price_currency,relative_demand_min,relative_demand_max,relative_demand_bucket,previous_relative_demand_min,previous_relative_demand_max,previous_relative_demand_bucket
2025-07-11 00:00:00 UTC,1164,,PT,536,Incrementador PH Granulado CTX-20 PH+ 6kg,,15,16,EUR,0,5,Very low,,,
2025-07-11 00:00:00 UTC,1044,,PT,536,Frigorífico Combinado Teka NFL 342 C,Teka,,,EUR,0,5,Very low,,,
2025-07-11 00:00:00 UTC,1687,,PT,2915,Óleo Bronzeador Babaria 100 ml,Babaria,5,11,EUR,0,5,Very low,,,
2025-07-11 00:00:00 UTC,80,,PT,187,Adidas Samba OG,adidas,96,120,EUR,6,10,Low,,,
2025-07-11 00:00:00 UTC,92,,PT,212,Equipamento principal Stadium Chelsea FC 2025/26 - 50% Poliéster Reciclado - Tamanho: M,Nike,80,100,EUR,11,20,Medium,,,
2025-07-11 00:00:00 UTC,1312,1190,PT,469,Hugo Boss Energise Eau de Toilette,HUGO BOSS,26,34,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,844,813,PT,469,Whey Fusion Chocolate Prozis,Prozis,25,30,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,388,505,PT,222,Router ZTE MF920U 4G,ZTE,34,36,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,40,38,PT,2092,NBA 2K25,2K,15,32,EUR,0,5,Very low,6,10,Low
2025-07-11 00:00:00 UTC,193,164,PT,486,Shampoo Vitamino Color Spectrum L'Oréal Professionnel,L'Oréal Paris,14,20,EUR,6,10,Low,6,10,Low
2025-07-11 00:00:00 UTC,23,16,PT,278,Android Strong LEAP UNA LEAP-UNA,STRONG,30,30,EUR,6,10,Low,11,20,Medium
2025-07-11 00:00:00 UTC,23,34,PT,2847,Espreguiçadeira Mobiclinic Tuktuk com Rede mosquiteira,,75,75,EUR,11,20,Medium,11,20,Medium
2025-07-11 00:00:00 UTC,4,3,PT,5859,Mustela Mala Maternidade,Mustela,30,34,EUR,21,50,High,21,50,High
2025-07-11 00:00:00 UTC,1,1,PT,2571,Shiseido Sports BB,Shiseido,20,33,EUR,51,100,Very high,51,100,Very high
2025-07-11 00:00:00 UTC,4,2,PT,569,LA REDOUTE INTERIEURS Lençol-capa em algodão aba de 25 cm,La Redoute,7,8,EUR,21,50,High,51,100,Very high
2025-07-11 00:00:00 UTC,5,5,PT,5289,Mini-forno BECKEN BMO4760,BECKEN,116,116,EUR,21,50,High,51,100,Very high
2025-07-11 00:00:00 UTC,1,1,PT,1255,"Labubu, La bubu boneco, Capa Protetora, Casca Antipoeira, 1 Série de Bonecos Acrílico Transparente Protector, Labubu boneco, Bolsa de Plástico",,3,3,EUR,51,100,Very high,51,100,Very high
2025-07-11 00:00:00 UTC,30,,PT,345,HP 304 Pack,HP,26,37,EUR,11,20,Medium,,,
2025-07-11 00:00:00 UTC,883,,PT,166,crianças Nike Court Legacy,Nike,24,30,EUR,0,5,Very low,,,
2025-07-11 00:00:00 UTC,2313,,PT,469,Fairhaven Health Myo + D-Chiro Inositol,Fairhaven Health,25,31,EUR,0,5,Very low,,,
2025-07-11 00:00:00 UTC,70,,PT,477,Hourglass Veil Hydrating Skin Tint Base De Maquilhagem,Hourglass,34,34,EUR,6,10,Low,,,
2025-07-11 00:00:00 UTC,25,,PT,2788,Óleo motor Liqui Moly Super Leichtlauf 10W40,LIQUI MOLY,26,29,EUR,11,20,Medium,,,
2025-07-11 00:00:00 UTC,24,,PT,2814,Garnier Good Permanente,Garnier,9,13,EUR,11,20,Medium,,,
2025-07-11 00:00:00 UTC,357,478,PT,525,GestaCare Preconceptivo 3x30 Cápsulas,,45,45,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,268,231,PT,632,Bomba de superfície STERWINS JET -3 900W 3800L/H,STERWINS,72,72,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,100,198,PT,632,Tinta para Azulejos de Chão e Parede Interiores 2K Tile Paint,EPODEX,40,40,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,754,349,PT,166,Vestido camisa bordado baixo Cortefiel Mulher. Cor: Azul,Cortefiel,50,50,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,693,529,PT,187,Skechers Sapatilhas,SKECHERS,48,53,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,862,933,PT,473,D-Aveia PS Pediátrico Emulsão Limpeza 300ml,,12,13,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,430,389,PT,536,Churrasqueira Movelar Niza/Zon Plus,Carrefour,159,159,EUR,0,5,Very low,6,10,Low
2025-07-11 00:00:00 UTC,146,163,PT,2844,Avène Cicalfate+ Creme SPF50+,Avène,8,11,EUR,6,10,Low,6,10,Low
2025-07-11 00:00:00 UTC,827,695,PT,2915,Benzac 50 Mg/G Gel Cutaneo 40 G,Galderma,14,14,EUR,0,5,Very low,6,10,Low
2025-07-11 00:00:00 UTC,295,282,PT,638,Arca Vertical Candy CNUQ2L58EX,Candy,215,250,EUR,6,10,Low,6,10,Low
2025-07-11 00:00:00 UTC,40,41,PT,888,Óleo Petronas SYNTIUM 5000 XS 5w30 SN 70956,Petronas,27,27,EUR,11,20,Medium,11,20,Medium
2025-07-11 00:00:00 UTC,123,69,PT,212,Mulher Stradivarius Top com folhos bordados,Stradivarius,18,18,EUR,6,10,Low,11,20,Medium
2025-07-11 00:00:00 UTC,7,10,PT,1011,Xiaomi Scooter Elétrica 4 Lite,Xiaomi,240,270,EUR,11,20,Medium,11,20,Medium
2025-07-11 00:00:00 UTC,5,6,PT,8,Apple Gift Card,Apple,10,100,EUR,21,50,High,21,50,High
2025-07-11 00:00:00 UTC,37,56,PT,1604,"Vestido Feminino com Estampa Floral e Decote em V de Manga Curta - Vestido Ajustado Casual Lavável à Máquina para Encontros ao Ar Livre, Férias & Uso",,,,,21,50,High,21,50,High
2025-07-11 00:00:00 UTC,3,5,PT,598,LA REDOUTE INTERIEURS Passadeira em juta Aftas,La Redoute,25,39,EUR,51,100,Very high,51,100,Very high
2025-07-11 00:00:00 UTC,128,,PT,2,Purina One Sterilcat com Salmão,Purina,16,24,EUR,11,20,Medium,,,
2025-07-11 00:00:00 UTC,1290,,PT,536,Distribuidor FUZY de vidro 6l,,7,7,EUR,0,5,Very low,,,
2025-07-11 00:00:00 UTC,410,,PT,1604,Homem GOBIK Matt 2.0 10-02-085,,92,110,EUR,6,10,Low,,,
2025-07-11 00:00:00 UTC,148,,PT,638,Panela de Pressão SILAMPOS Tradicional,,55,55,EUR,6,10,Low,,,
2025-07-11 00:00:00 UTC,46,,PT,6551,Bolsa De Mulher Guess Jeans Azul,GUESS,125,125,EUR,21,50,High,,,
2025-07-11 00:00:00 UTC,95,,PT,167,"FISURA Leque Original com a Mensagem P*To Calor Cinzento e Cor-De-Rosa 42,5x23 cm Madeira e Tecido",Fisura,10,10,EUR,6,10,Low,,,
2025-07-11 00:00:00 UTC,1159,,PT,473,Máscara de Pestanas REVITALASH Advanced Conditioner,RevitaLash,44,96,EUR,0,5,Very low,,,
2025-07-11 00:00:00 UTC,391,347,PT,525,Glucomannan Konjac Mannan,Prozis,14,14,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,1558,805,PT,2915,Alfaparf Semi Di Lino Diamond Illuminating Low Shampoo,Alfaparf Milano,11,29,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,579,532,PT,166,Tous Mala Tipo Saco Preta Scoubidou,Tous,139,139,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,1310,945,PT,469,Concentrado de Colagénio Prozis 90 cápsulas,Prozis,15,25,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,881,934,PT,469,Alfaparf Milano Semi Di Lino Sublime Cristalli Liquidi,Alfaparf Milano,17,25,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,732,693,PT,491,Activlab Nitro Caps 120 cápsulas,ActivLab,12,12,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,28,32,PT,278,Acer Aspire GO 15,Acer,379,550,EUR,6,10,Low,6,10,Low
2025-07-11 00:00:00 UTC,46,44,PT,619,Aspirador Robot iRobot Roomba Combo 205 DustCompactor,iRobot,294,329,EUR,6,10,Low,6,10,Low
2025-07-11 00:00:00 UTC,287,293,PT,469,Canesten Creme Cutâneo Antifúngico 20 gr,Bayer,7,7,EUR,6,10,Low,6,10,Low
2025-07-11 00:00:00 UTC,133,117,PT,1,PURINA Pro Plan Veterinary Diets Feline NF,Purina,44,49,EUR,11,20,Medium,21,50,High
2025-07-11 00:00:00 UTC,15,8,PT,3032,Lacoste Shopping L,Lacoste,77,110,EUR,51,100,Very high,51,100,Very high
2025-07-11 00:00:00 UTC,307,,PT,1604,Manga -shirt com mangas aparadas Cortefiel Mulher. Cor,Cortefiel,13,15,EUR,6,10,Low,,,
2025-07-11 00:00:00 UTC,68,,PT,561,Philips Avent Esterilizador Elétrico,Philips,61,68,EUR,11,20,Medium,,,
2025-07-11 00:00:00 UTC,6,,PT,211,' Womensecret Fürdőruha Narancssárga,Women'secret,,,,51,100,Very high,,,
2025-07-11 00:00:00 UTC,109,96,PT,436,Cadeira de Refeição 2 em 1 Kinderkraft Tummie,KinderKraft,70,91,EUR,6,10,Low,6,10,Low
2025-07-11 00:00:00 UTC,40,34,PT,548,Recipiente para Fraldas Tommee Tippee Sangenic Twist&Click,Tommee Tippee,21,30,EUR,6,10,Low,6,10,Low
2025-07-11 00:00:00 UTC,307,322,PT,486,Máscara Moroccanoil,Moroccanoil,14,34,EUR,0,5,Very low,6,10,Low
2025-07-11 00:00:00 UTC,25,34,PT,526,Cabeças de substituição de escova de dentes elétricas Pacote com 16 / Cabeças de escova de substituição Oral B Braun compatíveis / Cabeças de escova,,11,11,EUR,6,10,Low,6,10,Low
2025-07-11 00:00:00 UTC,13,14,PT,1604,"Vestido Feminino com Estampa Floral e Decote em V de Manga Curta - Vestido Ajustado Casual Lavável à Máquina para Encontros ao Ar Livre, Férias & Uso",,6,6,EUR,21,50,High,21,50,High
2025-07-11 00:00:00 UTC,72,44,PT,730,Fogareiro de campismo a gás 1 bico campingaz bistro plus,Campingaz,30,30,EUR,11,20,Medium,21,50,High
2025-07-11 00:00:00 UTC,11,9,PT,1144,Anel de Natação de Bebê Anel de Segurança Inflável de Segurança de Segurança Azul,,7,7,EUR,21,50,High,21,50,High
2025-07-11 00:00:00 UTC,58,62,PT,2832,Cobertura solar para Piscina Intex Ø549 cm,Intex,17,36,EUR,11,20,Medium,11,20,Medium
2025-07-11 00:00:00 UTC,95,75,PT,784,A arte da guerra,,5,6,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,1877,1832,PT,469,Saccharomyces Boulardii Now,NOW,16,30,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,445,533,PT,536,Lençóis de Cama Brancos Algodão - Loja Online Larbonito Casal - 200x280 cm + 2 Fronhas 50x70 cm (Colchão 120x200) / Com Elástico,,22,22,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,303,552,PT,166,Crocs Toddler Crocband Clog T Tamancos,Crocs,27,29,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,802,684,PT,166,"MO - Chinelos Havaianas 'Minecraft', Menino, Azul",Havaianas,22,22,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,261,310,PT,166,Camiseta básica com gola redonda Springfield,Springfield,10,10,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,196,159,PT,187,Nike Sapatos de halterofilismo Savaleos,Nike,68,68,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,20,23,PT,6727,"HOMCOM Climatizador 3 em 1 75W com 6 Velocidades Temporizador até 24H Depósito de 6,5 L Oscilação de 60o 34x25,5x80 cm Branco",HOMCOM,123,123,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,80,90,PT,5702,HSN Creatina monoidrato em pó 1kg,HSN,15,18,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,7,,PT,1305,Xiaomi Mi Temperature and Humidity Monitor 2,Xiaomi,6,7,EUR,51,100,Very high,,,
2025-07-11 00:00:00 UTC,194,,PT,1626,Orbegozo Ventilador de Teto CF 85120,Orbegozo,41,44,EUR,0,5,Very low,,,
2025-07-11 00:00:00 UTC,100,,PT,608,Ventilador de Teto LED 68W Olga DC Ultra Silencioso com Controle Remoto e Lâminas Retráteis Verão/Inverno 3000+4000+6000,,51,51,EUR,0,5,Very low,,,
2025-07-11 00:00:00 UTC,1669,,PT,2915,I-Fresh Repair Colírio 10Ml,,12,15,EUR,0,5,Very low,,,
2025-07-11 00:00:00 UTC,10,,PT,128,"Painel Plastificado HA Expert Cinzento RAL7016 - 0,63MTx2,50MT",,14,14,EUR,6,10,Low,,,
2025-07-11 00:00:00 UTC,13,,PT,413,Café Cápsulas Qalidus 10 Delta Q,Delta Cafés,4,4,EUR,21,50,High,,,
2025-07-11 00:00:00 UTC,64,,PT,188,Pulseira Homem El Paso,,17,19,EUR,0,5,Very low,,,
2025-07-11 00:00:00 UTC,5,,PT,977,"204 Canetas Marcadoras Coloridas para Arte, Caneta de Desenho com Ponta Dupla, Adequada para Pintura Artística, Esboços, Coloração, Ilustração, Design",,8,8,EUR,21,50,High,,,
2025-07-11 00:00:00 UTC,20,,PT,3287,LEGO Castelo de Neuschwanstein,LEGO,270,270,EUR,11,20,Medium,,,
2025-07-11 00:00:00 UTC,259,,PT,222,Auriculares CMF Buds 2,OPPO,,,EUR,0,5,Very low,,,
2025-07-11 00:00:00 UTC,261,353,PT,486,Amend Pós Progressiva Shampoo Intensificador 250ml,Amend,12,12,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,252,231,PT,469,Dr.Althea 345 Relief Cream,Dr. Althea,22,27,EUR,6,10,Low,6,10,Low
2025-07-11 00:00:00 UTC,221,197,PT,2,Advance Diabetes Colitis,Affinity,58,69,EUR,6,10,Low,11,20,Medium
2025-07-11 00:00:00 UTC,47,41,PT,525,BioHera Magnésio Di Malato 60 Cápsulas,GoldNutrition,12,14,EUR,11,20,Medium,11,20,Medium
2025-07-11 00:00:00 UTC,40,44,PT,115,Pavimento porcelânico Casares natural mate 23x120 cm,,13,13,EUR,11,20,Medium,11,20,Medium
2025-07-11 00:00:00 UTC,31,55,PT,187,New Balance 530,New Balance,87,120,EUR,11,20,Medium,11,20,Medium
2025-07-11 00:00:00 UTC,9,12,PT,2764,Kinderkraft Aveo Triciclo,KinderKraft,79,90,EUR,11,20,Medium,11,20,Medium
2025-07-11 00:00:00 UTC,11,5,PT,107,American Tourister Mala de Cabine 55cm 4r Exp. Dynabelt,American Tourister,79,87,EUR,11,20,Medium,21,50,High
2025-07-11 00:00:00 UTC,10,8,PT,913,Óleo Motul 800 Road 2T,Motul,45,58,EUR,21,50,High,21,50,High
2025-07-11 00:00:00 UTC,3,3,PT,1463,Presentes Miguel Banco Tim,,30,33,EUR,21,50,High,21,50,High
2025-07-11 00:00:00 UTC,14,2,PT,173,Jordan Apex 50% Materiais Sustentáveis,Nike,18,18,EUR,11,20,Medium,51,100,Very high
2025-07-11 00:00:00 UTC,2,2,PT,3580,Leitor de Cartão Sd/Tf Duplo Type-C para Transferência Rápida de Dados,,12,12,EUR,51,100,Very high,51,100,Very high
2025-07-11 00:00:00 UTC,130,,PT,638,Brabantia Recipiente Quadrado 4 Unidades,Brabantia,34,36,EUR,11,20,Medium,,,
2025-07-11 00:00:00 UTC,246,,PT,2,Tapete de Resfriamento para Cães Lavável e Antiderrapante para O Verão RNEMITERY,,12,12,EUR,6,10,Low,,,
2025-07-11 00:00:00 UTC,293,325,PT,222,JBL Wave Buds,JBL,39,45,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,1535,1576,PT,469,Proteína De Ervilha Isolada,Bulk,16,35,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,1732,1225,PT,469,Eucerin Sun Pigment Control Médio SPF50+ 50ml,Eucerin,10,17,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,2161,2029,PT,469,Vichy Liftactiv Collagen Specialist Creme,Vichy,27,33,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,1221,966,PT,469,Andreia Ultrabond Primer,,3,5,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,967,606,PT,536,Roçadora gasolina Itools 52 cc,VITO,100,100,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,524,755,PT,536,KOFIHETY Dispositivo Para Alívio De Picadas De Insetos,,11,11,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,598,1207,PT,166,Sapatilhas Converse Chuck Taylor All Star,Converse,40,69,EUR,0,5,Very low,0,5,Very low
2025-07-11 00:00:00 UTC,198,211,PT,469,ByRokko Shine Brown CREME de BRONZEAMENTO PREMIUM,BYROKKO,19,19,EUR,6,10,Low,6,10,Low
2025-07-11 00:00:00 UTC,426,286,PT,473,La Roche-Posay Lipikar Syndet AP+ Refill,La Roche-Posay,8,11,EUR,0,5,Very low,6,10,Low
2025-07-11 00:00:00 UTC,1,1,PT,552,Clara Baby Bacio Portátil (Branco),,25,27,EUR,51,100,Very high,51,100,Very high
2025-07-11 00:00:00 UTC,235,,PT,632,Pavimento Vinílico Composição 50% PVC/50% Vinil,,12,21,EUR,0,5,Very low,,,
2025-07-11 00:00:00 UTC,1843,,PT,469,Cadeira de rodas dobrável Mobiclinic encosto e apoio para os pés removíveis em aço rodas grandes 45 cm Denver Creme e preto,,100,100,EUR,0,5,Very low,,,
2025-07-11 00:00:00 UTC,670,,PT,187,Kid's adidas Handball Spezial Collegiate,adidas,,,EUR,0,5,Very low,,,
